"","id","activity_date","total_steps","total_distance","tracker_distance","logged_activities_distance","very_active_distance","moderately_active_distance","light_active_distance","sedentary_active_distance","very_active_minutes","fairly_active_minutes","lightly_active_minutes","sedentary_minutes","calories","day_of_week"
"19",4702921684,"4/12/2016",7213,5.88000011444092,5.88000011444092,0,0,0,5.84999990463257,0,0,0,263,718,2947,"Tuesday"
"20",5553957443,"4/12/2016",11596,7.57000017166138,7.57000017166138,0,1.37000000476837,0.790000021457672,5.40999984741211,0,19,13,277,767,2026,"Tuesday"
"21",5577150313,"4/12/2016",8135,6.07999992370605,6.07999992370605,0,3.59999990463257,0.379999995231628,2.09999990463257,0,86,16,140,728,3405,"Tuesday"
"22",6117666160,"4/12/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1496,"Tuesday"
"23",6290855005,"4/12/2016",4562,3.45000004768372,3.45000004768372,0,0,0,3.45000004768372,0,0,0,199,1241,2560,"Tuesday"
"24",6775888955,"4/12/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1841,"Tuesday"
"25",6962181067,"4/12/2016",10199,6.73999977111816,6.73999977111816,0,3.40000009536743,0.829999983310699,2.50999999046326,0,50,14,189,796,1994,"Tuesday"
"26",7007744171,"4/12/2016",14172,10.289999961853,9.47999954223633,4.8697829246521,4.5,0.379999995231628,5.40999984741211,0,53,8,355,1024,2937,"Tuesday"
"27",7086361926,"4/12/2016",11317,8.40999984741211,8.40999984741211,0,5.26999998092651,0.150000005960464,2.97000002861023,0,59,6,153,745,2772,"Tuesday"
"28",8053475328,"4/12/2016",18060,14.1199998855591,14.1199998855591,0,11.6400003433228,0.389999985694885,2.09999990463257,0,116,8,123,1193,3186,"Tuesday"
"29",8253242879,"4/12/2016",9033,7.15999984741211,7.15999984741211,0,5.42999982833862,0.140000000596046,1.5900000333786,0,40,2,154,1244,2044,"Tuesday"
"30",8378563200,"4/12/2016",7626,6.05000019073486,6.05000019073486,2.25308108329773,0.829999983310699,0.709999978542328,4.5,0,65,15,156,723,3635,"Tuesday"
"31",8583815059,"4/12/2016",5014,3.91000008583069,3.91000008583069,0,0,0.330000013113022,3.57999992370605,0,0,7,196,1237,2650,"Tuesday"
"32",8792009665,"4/12/2016",2564,1.63999998569489,1.63999998569489,0,0,0,1.63999998569489,0,0,0,116,831,2044,"Tuesday"
"33",8877689391,"4/12/2016",23186,20.3999996185303,20.3999996185303,0,12.2200002670288,0.340000003576279,7.82000017166138,0,85,7,312,1036,3921,"Tuesday"
"34",1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"Wednesday"
"35",1624580081,"4/13/2016",7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,1411,"Wednesday"
"36",1644430081,"4/13/2016",8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,"Wednesday"
"37",1844505072,"4/13/2016",4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,"Wednesday"
"38",1927972279,"4/13/2016",356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,"Wednesday"
"39",2022484408,"4/13/2016",12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,2601,"Wednesday"
"40",2026352035,"4/13/2016",4993,3.09999990463257,3.09999990463257,0,0,0,3.09999990463257,0,0,0,238,663,1521,"Wednesday"
"41",2320127002,"4/13/2016",7275,4.90000009536743,4.90000009536743,0,0,0,4.90000009536743,0,0,0,335,1105,2003,"Wednesday"
"42",2347167796,"4/13/2016",10352,7.01000022888184,7.01000022888184,0,1.6599999666214,1.94000005722046,3.41000008583069,0,19,32,195,676,2038,"Wednesday"
"43",2873212765,"4/13/2016",7618,5.11999988555908,5.11999988555908,0,0,0.219999998807907,4.88000011444092,0.0199999995529652,0,8,404,1028,2004,"Wednesday"
"44",3372868164,"4/13/2016",9715,6.63000011444092,6.63000011444092,0,0.990000009536743,0.340000003576279,5.26999998092651,0.0199999995529652,16,8,371,1045,2093,"Wednesday"
"45",3977333714,"4/13/2016",10035,6.71000003814697,6.71000003814697,0,2.02999997138977,2.13000011444092,2.54999995231628,0,31,46,153,754,1495,"Wednesday"
"46",4020332650,"4/13/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1981,"Wednesday"
"47",4057192912,"4/13/2016",5974,4.46999979019165,4.46999979019165,0,0,0,4.36999988555908,0,0,0,160,1280,2306,"Wednesday"
"48",4319703577,"4/13/2016",8204,5.5,5.5,0,0.529999971389771,0.589999973773956,1.30999994277954,0,8,15,96,1234,2135,"Wednesday"
"49",4388161847,"4/13/2016",10993,8.44999980926514,8.44999980926514,0,0.0599999986588955,0.629999995231628,3.88000011444092,0,1,14,150,1275,3092,"Wednesday"
"50",4445114986,"4/13/2016",2961,1.99000000953674,1.99000000953674,0,0,0,1.99000000953674,0,0,0,194,840,2095,"Wednesday"
"51",4558609924,"4/13/2016",4978,3.28999996185303,3.28999996185303,0,1.24000000953674,0.439999997615814,1.61000001430511,0,19,7,127,1287,1722,"Wednesday"
"52",4702921684,"4/13/2016",6877,5.57999992370605,5.57999992370605,0,0,0,5.57999992370605,0,0,0,258,777,2898,"Wednesday"
"53",5553957443,"4/13/2016",4832,3.16000008583069,3.16000008583069,0,0,0,3.16000008583069,0,0,0,226,647,1718,"Wednesday"
"54",5577150313,"4/13/2016",5077,3.78999996185303,3.78999996185303,0,0.319999992847443,0.219999998807907,3.25,0,15,11,144,776,2551,"Wednesday"
"55",6117666160,"4/13/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1496,"Wednesday"
"56",6290855005,"4/13/2016",7142,5.40000009536743,5.40000009536743,0,0,0,5.3899998664856,0.00999999977648258,0,0,350,1090,2905,"Wednesday"
"57",6775888955,"4/13/2016",4053,2.91000008583069,2.91000008583069,0,1.11000001430511,0.579999983310699,1.22000002861023,0,17,18,85,1053,2400,"Wednesday"
"58",6962181067,"4/13/2016",5652,3.74000000953674,3.74000000953674,0,0.569999992847443,1.21000003814697,1.96000003814697,0,8,24,142,548,1718,"Wednesday"
"59",7007744171,"4/13/2016",12862,9.64999961853027,8.60000038146973,4.8513069152832,4.6100001335144,0.560000002384186,4.48000001907349,0,56,22,261,1101,2742,"Wednesday"
"60",7086361926,"4/13/2016",5813,3.61999988555908,3.61999988555908,0,0.560000002384186,0.209999993443489,2.83999991416931,0,31,26,155,744,2516,"Wednesday"
"61",8053475328,"4/13/2016",16433,13.3500003814697,13.3500003814697,0,10.4300003051758,0.469999998807907,2.45000004768372,0,95,12,156,1177,3140,"Wednesday"
"62",8253242879,"4/13/2016",8053,6.09999990463257,6.09999990463257,0,4.17000007629395,0.629999995231628,1.30999994277954,0,35,11,96,1298,1935,"Wednesday"
"63",8378563200,"4/13/2016",12386,9.81999969482422,9.81999969482422,2.0921471118927,4.96000003814697,0.649999976158142,4.21000003814697,0,116,14,169,680,4079,"Wednesday"
"64",8583815059,"4/13/2016",5571,4.34999990463257,4.34999990463257,0,0.150000005960464,0.970000028610229,3.23000001907349,0,2,23,163,1252,2654,"Wednesday"
"65",8792009665,"4/13/2016",1320,0.839999973773956,0.839999973773956,0,0,0,0.839999973773956,0,0,0,82,806,1934,"Wednesday"
"66",8877689391,"4/13/2016",15337,9.57999992370605,9.57999992370605,0,3.54999995231628,0.379999995231628,5.6399998664856,0,108,18,216,1098,3566,"Wednesday"
"67",1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"Thursday"
"68",1624580081,"4/14/2016",9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,"Thursday"
"69",1644430081,"4/14/2016",11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,"Thursday"
"70",1844505072,"4/14/2016",7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,"Thursday"
"71",1927972279,"4/14/2016",2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,"Thursday"
"72",2022484408,"4/14/2016",10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,2312,"Thursday"
"73",2026352035,"4/14/2016",3335,2.0699999332428,2.0699999332428,0,0,0,2.04999995231628,0,0,0,197,653,1431,"Thursday"
"74",2320127002,"4/14/2016",3973,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,191,1249,1696,"Thursday"
"75",2347167796,"4/14/2016",10129,6.69999980926514,6.69999980926514,0,0.0199999995529652,2.74000000953674,3.94000005722046,0,1,48,206,705,2010,"Thursday"
"76",2873212765,"4/14/2016",7910,5.32000017166138,5.32000017166138,0,0,0,5.32000017166138,0,0,0,331,1109,1893,"Thursday"
"77",3372868164,"4/14/2016",8844,6.03000020980835,6.03000020980835,0,0.340000003576279,1.02999997138977,4.65000009536743,0.00999999977648258,6,25,370,1039,2065,"Thursday"
"78",3977333714,"4/14/2016",7641,5.1100001335144,5.1100001335144,0,0.319999992847443,0.970000028610229,3.8199999332428,0,5,23,214,801,1433,"Thursday"
"79",4020332650,"4/14/2016",108,0.0799999982118607,0.0799999982118607,0,0,0,0.0299999993294477,0,0,0,3,1437,2011,"Thursday"
"80",4057192912,"4/14/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1776,"Thursday"
"81",4319703577,"4/14/2016",10210,6.88000011444092,6.88000011444092,0,0.109999999403954,0.330000013113022,6.44000005722046,0,1,9,339,589,2302,"Thursday"
"82",4388161847,"4/14/2016",8863,6.82000017166138,6.82000017166138,0,0.129999995231628,1.07000005245209,5.61999988555908,0,10,35,219,945,2998,"Thursday"
"83",4445114986,"4/14/2016",3974,2.67000007629395,2.67000007629395,0,0,0,2.67000007629395,0,0,0,231,717,2194,"Thursday"
"84",4558609924,"4/14/2016",6799,4.48999977111816,4.48999977111816,0,0,0,4.48999977111816,0,0,0,279,1161,1922,"Thursday"
"85",4702921684,"4/14/2016",7860,6.36999988555908,6.36999988555908,0,0,0,6.36999988555908,0,0,0,271,772,2984,"Thursday"
"86",5553957443,"4/14/2016",17022,11.1199998855591,11.1199998855591,0,4,2.45000004768372,4.67000007629395,0,61,41,256,693,2324,"Thursday"
"87",5577150313,"4/14/2016",8596,6.42000007629395,6.42000007629395,0,3.32999992370605,0.310000002384186,2.77999997138977,0,118,30,176,662,4022,"Thursday"
"88",6117666160,"4/14/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1496,"Thursday"
"89",6290855005,"4/14/2016",7671,5.80000019073486,5.80000019073486,0,0,0,5.76999998092651,0.0299999993294477,0,0,363,1077,2952,"Thursday"
"90",6775888955,"4/14/2016",5162,3.70000004768372,3.70000004768372,0,0.870000004768372,0.860000014305115,1.97000002861023,0,14,24,105,863,2507,"Thursday"
"91",6962181067,"4/14/2016",1551,1.02999997138977,1.02999997138977,0,0,0,1.02999997138977,0,0,0,86,862,1466,"Thursday"
"92",7007744171,"4/14/2016",11179,8.23999977111816,7.48000001907349,3.28541493415833,2.95000004768372,0.340000003576279,4.96000003814697,0,34,6,304,1096,2668,"Thursday"
"93",7086361926,"4/14/2016",9123,6.11999988555908,6.11999988555908,0,2.02999997138977,0.330000013113022,3.66000008583069,0,35,32,189,787,2734,"Thursday"
"94",8053475328,"4/14/2016",20159,15.9700002670288,15.9700002670288,0,12.3400001525879,0.209999993443489,3.35999989509583,0,119,5,193,1123,3411,"Thursday"
"95",8253242879,"4/14/2016",5234,3.46000003814697,3.46000003814697,0,1.92999994754791,0.990000009536743,0.540000021457672,0,29,16,33,1362,1705,"Thursday"
"96",8378563200,"4/14/2016",13318,10.5600004196167,10.5600004196167,2.25308108329773,5.61999988555908,1.02999997138977,3.91000008583069,0,123,21,174,699,4163,"Thursday"
"97",8583815059,"4/14/2016",3135,2.45000004768372,2.45000004768372,0,0,0,2.4300000667572,0,0,0,134,1306,2443,"Thursday"
"98",8792009665,"4/14/2016",1219,0.779999971389771,0.779999971389771,0,0,0,0.779999971389771,0,0,0,84,853,1963,"Thursday"
"99",8877689391,"4/14/2016",21129,18.9799995422363,18.9799995422363,0,10.5500001907349,0.589999973773956,7.75,0.0199999995529652,68,13,298,1061,3793,"Thursday"
"100",1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"Friday"
"101",1624580081,"4/15/2016",1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,1344,"Friday"
"102",1644430081,"4/15/2016",5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,"Friday"
"103",1844505072,"4/15/2016",3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,"Friday"
"104",1927972279,"4/15/2016",980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,"Friday"
"105",2022484408,"4/15/2016",11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,2525,"Friday"
"106",2026352035,"4/15/2016",3821,2.36999988555908,2.36999988555908,0,0,0,2.36999988555908,0,0,0,188,687,1444,"Friday"
"107",2320127002,"4/15/2016",5205,3.50999999046326,3.50999999046326,0,0,0,3.50999999046326,0,0,0,245,1195,1801,"Friday"
"108",2347167796,"4/15/2016",10465,6.92000007629395,6.92000007629395,0,0.0700000002980232,1.41999995708466,5.42999982833862,0,1,24,284,720,2133,"Friday"
"109",2873212765,"4/15/2016",8482,5.69999980926514,5.69999980926514,0,0,0,5.69000005722046,0.00999999977648258,0,0,448,992,2063,"Friday"
"110",3372868164,"4/15/2016",7451,5.07999992370605,5.07999992370605,0,0,0,5.05999994277954,0.0199999995529652,0,0,335,1105,1908,"Friday"
"111",3977333714,"4/15/2016",9010,6.05999994277954,6.05999994277954,0,1.04999995231628,1.75,3.25999999046326,0,15,42,183,644,1468,"Friday"
"112",4020332650,"4/15/2016",1882,1.35000002384186,1.35000002384186,0,0.209999993443489,0.360000014305115,0.769999980926514,0,36,18,87,1299,2951,"Friday"
"113",4057192912,"4/15/2016",3984,2.95000004768372,2.95000004768372,0,0.209999993443489,0.259999990463257,2.44000005722046,0,3,6,88,873,1527,"Friday"
"114",4319703577,"4/15/2016",5664,3.79999995231628,3.79999995231628,0,0,0,3.79999995231628,0,0,0,228,752,1985,"Friday"
"115",4388161847,"4/15/2016",8758,6.73000001907349,6.73000001907349,0,0,0,6.73000001907349,0,0,0,299,837,3066,"Friday"
"116",4445114986,"4/15/2016",7198,4.82999992370605,4.82999992370605,0,0,0,4.82999992370605,0,0,0,350,711,2496,"Friday"
"117",4558609924,"4/15/2016",7795,5.15000009536743,5.15000009536743,0,0.589999973773956,0.839999973773956,3.73000001907349,0,17,30,262,1131,2121,"Friday"
"118",4702921684,"4/15/2016",6506,5.28000020980835,5.28000020980835,0,0.0700000002980232,0.419999986886978,4.78999996185303,0,1,8,256,944,2896,"Friday"
"119",5553957443,"4/15/2016",16556,10.8599996566772,10.8599996566772,0,4.15999984741211,1.98000001907349,4.71000003814697,0,58,38,239,689,2254,"Friday"
"120",5577150313,"4/15/2016",12087,9.07999992370605,9.07999992370605,0,3.92000007629395,1.60000002384186,3.55999994277954,0,115,54,199,695,4005,"Friday"
"121",6117666160,"4/15/2016",14019,10.5900001525879,10.5900001525879,0,0,0.280000001192093,10.3000001907349,0,0,6,513,921,2865,"Friday"
"122",6290855005,"4/15/2016",9501,7.17999982833862,7.17999982833862,0,0,0,7.17000007629395,0.00999999977648258,0,0,328,1112,2896,"Friday"
"123",6775888955,"4/15/2016",1282,0.920000016689301,0.920000016689301,0,0,0,0.920000016689301,0,0,0,58,976,2127,"Friday"
"124",6962181067,"4/15/2016",5563,3.6800000667572,3.6800000667572,0,0,0,3.6800000667572,0,0,0,217,837,1756,"Friday"
"125",7007744171,"4/15/2016",5273,3.52999997138977,3.52999997138977,0,0,0,3.52999997138977,0,0,0,202,1238,2098,"Friday"
"126",7086361926,"4/15/2016",8585,5.67000007629395,5.67000007629395,0,2.03999996185303,1.11000001430511,2.52999997138977,0,30,21,139,864,2395,"Friday"
"127",8053475328,"4/15/2016",20669,16.2399997711182,16.2399997711182,0,13.2600002288818,0.389999985694885,2.58999991416931,0,132,8,158,1142,3410,"Friday"
"128",8253242879,"4/15/2016",2672,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0,0,0,105,1335,1632,"Friday"
"129",8378563200,"4/15/2016",14461,11.4700002670288,11.4700002670288,0,4.90999984741211,1.14999997615814,5.40999984741211,0,60,23,190,729,3666,"Friday"
"130",8583815059,"4/15/2016",3430,2.6800000667572,2.6800000667572,0,0,0,0.899999976158142,0,0,0,65,1375,2505,"Friday"
"131",8792009665,"4/15/2016",2483,1.5900000333786,1.5900000333786,0,0,0,1.5900000333786,0,0,0,126,937,2009,"Friday"
"132",8877689391,"4/15/2016",13422,7.17000007629395,7.17000007629395,0,0.0500000007450581,0.0500000007450581,7.01000022888184,0.00999999977648258,106,1,281,1052,3934,"Friday"
"133",1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"Saturday"
"134",1624580081,"4/16/2016",5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,1463,"Saturday"
"135",1644430081,"4/16/2016",15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,"Saturday"
"136",1844505072,"4/16/2016",3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,"Saturday"
"137",1927972279,"4/16/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2064,"Saturday"
"138",2022484408,"4/16/2016",10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,2177,"Saturday"
"139",2026352035,"4/16/2016",2547,1.58000004291534,1.58000004291534,0,0,0,1.58000004291534,0,0,0,150,728,1373,"Saturday"
"140",2320127002,"4/16/2016",5057,3.41000008583069,3.41000008583069,0,0,0,3.40000009536743,0,0,0,195,1245,1724,"Saturday"
"141",2347167796,"4/16/2016",22244,15.0799999237061,15.0799999237061,0,5.44999980926514,4.09999990463257,5.53000020980835,0,66,72,268,968,2670,"Saturday"
"142",2873212765,"4/16/2016",9685,6.65000009536743,6.65000009536743,0,3.10999989509583,0.0199999995529652,3.50999999046326,0.00999999977648258,47,1,305,1087,2148,"Saturday"
"143",3372868164,"4/16/2016",6905,4.73000001907349,4.73000001907349,0,0,0,4.69999980926514,0.0299999993294477,0,0,356,1084,1908,"Saturday"
"144",3977333714,"4/16/2016",13459,9,9,0,2.02999997138977,4,2.97000002861023,0,31,83,153,663,1625,"Saturday"
"145",4020332650,"4/16/2016",1982,1.41999995708466,1.41999995708466,0,0.449999988079071,0.370000004768372,0.589999973773956,0,65,21,55,1222,3051,"Saturday"
"146",4319703577,"4/16/2016",4744,3.1800000667572,3.1800000667572,0,0,0,3.1800000667572,0,0,0,194,724,1884,"Saturday"
"147",4388161847,"4/16/2016",6580,5.05999994277954,5.05999994277954,0,0.209999993443489,0.400000005960464,4.44999980926514,0,6,9,253,609,3073,"Saturday"
"148",4445114986,"4/16/2016",3945,2.65000009536743,2.65000009536743,0,0,0,2.65000009536743,0,0,0,225,716,2180,"Saturday"
"149",4558609924,"4/16/2016",7289,4.82000017166138,4.82000017166138,0,0.550000011920929,0.75,3.5,0,8,12,308,1112,1997,"Saturday"
"150",4702921684,"4/16/2016",11140,9.02999973297119,9.02999973297119,0,0.239999994635582,1.25,7.53999996185303,0,3,24,335,556,3328,"Saturday"
"151",5553957443,"4/16/2016",5771,3.76999998092651,3.76999998092651,0,0,0,3.76999998092651,0,0,0,288,521,1831,"Saturday"
"152",5577150313,"4/16/2016",14269,10.6599998474121,10.6599998474121,0,6.6399998664856,1.27999997138977,2.73000001907349,0,184,56,158,472,4274,"Saturday"
"153",6117666160,"4/16/2016",14450,10.9099998474121,10.9099998474121,0,0.579999983310699,0.850000023841858,9.47999954223633,0,7,15,518,502,2828,"Saturday"
"154",6290855005,"4/16/2016",8301,6.28000020980835,6.28000020980835,0,0,0,6.26999998092651,0.00999999977648258,0,0,258,1182,2783,"Saturday"
"155",6775888955,"4/16/2016",4732,3.39000010490417,3.39000010490417,0,2.51999998092651,0.810000002384186,0.0599999986588955,0,36,18,9,1377,2225,"Saturday"
"156",6962181067,"4/16/2016",13217,8.73999977111816,8.73999977111816,0,3.66000008583069,0.189999997615814,4.88000011444092,0,50,3,280,741,2173,"Saturday"
"157",7007744171,"4/16/2016",4631,3.09999990463257,3.09999990463257,0,0,0,3.09999990463257,0,0,0,203,1155,2076,"Saturday"
"158",7086361926,"4/16/2016",31,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,3,1437,1635,"Saturday"
"159",8053475328,"4/16/2016",14549,11.1099996566772,11.1099996566772,0,9.35999965667725,0.270000010728836,1.49000000953674,0,96,6,83,1255,2867,"Saturday"
"160",8253242879,"4/16/2016",9256,6.1399998664856,6.1399998664856,0,0.430000007152557,3.26999998092651,2.45000004768372,0,6,51,115,1268,1880,"Saturday"
"161",8378563200,"4/16/2016",11207,8.89000034332275,8.89000034332275,0,5.36999988555908,1.07000005245209,2.44000005722046,0,64,21,142,563,3363,"Saturday"
"162",8583815059,"4/16/2016",5319,4.15000009536743,4.15000009536743,0,0,0,0,0,0,0,0,1440,2693,"Saturday"
"163",8792009665,"4/16/2016",244,0.159999996423721,0.159999996423721,0,0,0,0.159999996423721,0,0,0,12,1428,1721,"Saturday"
"164",8877689391,"4/16/2016",29326,25.2900009155273,25.2900009155273,0,13.2399997711182,1.21000003814697,10.710000038147,0,94,29,429,888,4547,"Saturday"
"165",1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"Sunday"
"166",1624580081,"4/17/2016",6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,1554,"Sunday"
"167",1644430081,"4/17/2016",8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,"Sunday"
"168",1844505072,"4/17/2016",4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,"Sunday"
"169",1927972279,"4/17/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"Sunday"
"170",2022484408,"4/17/2016",15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,2782,"Sunday"
"171",2026352035,"4/17/2016",838,0.519999980926514,0.519999980926514,0,0,0,0.519999980926514,0,0,0,60,1053,1214,"Sunday"
"172",2320127002,"4/17/2016",6198,4.17999982833862,4.17999982833862,0,0,0,4.17999982833862,0,0,0,249,1191,1852,"Sunday"
"173",2347167796,"4/17/2016",5472,3.61999988555908,3.61999988555908,0,0.0799999982118607,0.280000001192093,3.25999999046326,0,1,7,249,508,1882,"Sunday"
"174",2873212765,"4/17/2016",2524,1.70000004768372,1.70000004768372,0,0,0.349999994039536,1.3400000333786,0,0,8,160,1272,1529,"Sunday"
"175",3372868164,"4/17/2016",8199,5.88000011444092,5.88000011444092,0,1.4099999666214,0.100000001490116,4.3600001335144,0.00999999977648258,11,2,322,1105,1964,"Sunday"
"176",3977333714,"4/17/2016",10415,6.96999979019165,6.96999979019165,0,0.699999988079071,2.34999990463257,3.92000007629395,0,11,58,205,600,1529,"Sunday"
"177",4020332650,"4/17/2016",16,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,2,1438,1990,"Sunday"
"178",4319703577,"4/17/2016",29,0.0199999995529652,0.0199999995529652,0,0,0,0.0199999995529652,0,0,0,3,1363,1464,"Sunday"
"179",4388161847,"4/17/2016",4660,3.57999992370605,3.57999992370605,0,0,0,3.57999992370605,0,0,0,201,721,2572,"Sunday"
"180",4445114986,"4/17/2016",2268,1.51999998092651,1.51999998092651,0,0,0,1.51999998092651,0,0,0,114,1219,1933,"Sunday"
"181",4558609924,"4/17/2016",9634,6.40000009536743,6.40000009536743,0,0.550000011920929,1.13999998569489,4.71000003814697,0,7,19,304,1110,2117,"Sunday"
"182",4702921684,"4/17/2016",12692,10.289999961853,10.289999961853,0,0.959999978542328,3.46000003814697,5.88000011444092,0,12,66,302,437,3394,"Sunday"
